run,suite,variant,cfg_model,cfg_n_factors,cfg_lookback,cfg_objective,cfg_gamma,cfg_turnover_bps,cfg_short_bps,cfg_protocol,cfg_train_window,cfg_test_start,cfg_retrain_every,cfg_epochs,cfg_batch_dates,cfg_learning_rate,cfg_dropout,cfg_features,cfg_attention_heads,cfg_transformer_ff,cfg_seed,cfg_device,cfg_neutralize,cfg_cost_weight,observations,start_date,end_date,sharpe,mean_return,volatility,sortino,calmar,cagr,total_return,max_drawdown,max_drawdown_duration_days,hit_rate,positive_month_fraction,skewness,excess_kurtosis,var_95,cvar_95,hac_t_stat,hac_p_value,turnover,short_fraction,net_exposure,effective_positions,active_days_fraction,break_even_cost_bps,net_sharpe,net_mean_return,net_volatility,runtime_seconds,cfg_kind,cfg_members,cfg_smoothing_days,cfg_dataset,cfg_factor_model,cfg_max_blocks
factors__cnn_transformer_k5__s2,factors,cnn_transformer_k5,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.5192854273891212,0.01731059863060866,0.03333542155735701,0.7613335814142895,0.23734078235096087,0.016895659087079462,0.10362364808097313,-0.07118734049715691,1047,0.5016857720836143,0.5492957746478874,0.09048273925494145,5.609107119370012,0.003072356512037537,0.004553546471630953,1.3503861162193038,0.1768921619439564,0.7571433410757694,0.14726777610110298,0.7054644477477393,34.480865406276735,1.0,0.9072634992888386,-2.445329979739463,-0.08182124411067637,0.0334602056935457,144.35401570899558,,,,,,
factors__cnn_transformer_k8__s0,factors,cnn_transformer_k8,cnn_transformer,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,0.7763424509973471,0.028128741908855084,0.036232389292532974,1.1100625010460359,0.6559846070954363,0.027851418614427192,0.17546337461846417,-0.042457427069436116,246,0.5414699932569117,0.647887323943662,-0.2925940647501405,3.7959871654569834,0.0035470373599283444,0.005226014711221014,1.88931203822749,0.05885002942515794,0.8083082473314394,0.34280296411318734,0.31439407161822636,34.17024606551872,1.0,1.3809334751973195,-2.273036624545956,-0.08237301864282044,0.03623919551198373,210.68225183300092,,,,,,
factors__cnn_transformer_k8__s1,factors,cnn_transformer_k8,cnn_transformer,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,-0.08334331708552342,-0.0030352368964117276,0.03641847964003034,-0.11332585405661283,-0.02880370243553065,-0.003691952557778877,-0.02153186128107476,-0.12817631920904338,1114,0.5158462575859744,0.4647887323943662,-0.34732228219712036,1.9997095048758684,0.003891897446200569,0.005461475977857738,-0.21719287330341222,0.8280580384113245,0.8243909034434709,0.39841449088809805,0.2031710190876044,32.75569959422726,1.0,-0.14610290832257594,-3.2008278357405633,-0.11696345616443472,0.03654162678117717,225.558620374999,,,,,,
factors__cnn_transformer_k8__s2,factors,cnn_transformer_k8,cnn_transformer,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.5962819463541628,0.021301922512107403,0.03572458069937118,0.8593942782762628,0.3629753921493551,0.020877878091010382,0.12930190163690325,-0.05751871488417504,564,0.523937963587323,0.5774647887323944,-0.07800918689617625,3.6597002903576534,0.003321666241066141,0.00511462662622653,1.5135566902774726,0.13013831268142345,0.7244723649034338,0.4066451186322564,0.1867097641937922,34.75824894022824,1.0,1.1668000414532869,-2.2383996162818813,-0.08025246208426816,0.035852607148661154,245.1035623340067,,,,,,
factors__fourier_ffn_k0__s0,factors,fourier_ffn_k0,fourier_ffn,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,0.7058248291664823,0.14269315032190047,0.202165104464246,1.0284175516038856,0.425594739095856,0.12999388192665107,1.052809220222946,-0.30544052824246204,312,0.5320296695886716,0.676056338028169,0.018582667130191695,15.871052697487464,0.016469607536289836,0.02901112542514261,1.9791145333765288,0.04780311253481172,0.2895484155850462,0.16547829095547398,0.6690434192967286,32.70623684961195,1.0,19.556061422868492,0.5044194975014549,0.10197963498756546,0.2021722702883255,19.656731167000544,,,,,,
factors__fourier_ffn_k0__s1,factors,fourier_ffn_k0,fourier_ffn,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.8559374553637,0.1655289818101638,0.19338910895052275,1.2580707959523745,0.525404830522513,0.1581005371490567,1.372147548442399,-0.3009118454275085,217,0.5300067430883345,0.6619718309859155,0.08351618765176047,19.189266970848507,0.015364216519190491,0.027731406171803807,2.4203781443799475,0.01550437474124778,0.3725163167088634,0.18569396677235686,0.6286120653313635,31.761749842077773,1.0,17.633081007900785,0.5885586489177344,0.11385912510287706,0.19345417030612982,22.796879499997885,,,,,,
factors__fourier_ffn_k0__s2,factors,fourier_ffn_k0,fourier_ffn,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,0.1098195402513392,0.02134049093450046,0.19432325873573505,0.1594083605992299,0.008464825459424,0.0024684303834514587,0.014614378354307123,-0.29161031084265576,887,0.5030343897505057,0.5352112676056338,0.2192967044971552,18.31199729840359,0.01638740215912096,0.026828102736551507,0.3055091745652831,0.7599783834865586,0.2895200191746199,0.4365946248928621,0.1268107555176296,37.70931438399461,1.0,2.924995932120433,-0.13480602514405685,-0.026201580476291748,0.19436505488751066,26.02014424999652,,,,,,
factors__fourier_ffn_k10__s0,factors,fourier_ffn_k10,fourier_ffn,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.6681973217941332,-0.013821487629217146,0.02068473963964113,-0.8685782159823691,-0.12473488657260291,-0.01393791872541128,-0.07928112838623369,-0.11174034072094663,1182,0.4915711395819285,0.4788732394366197,-0.7665286546326605,7.505126555636959,0.002018165568990271,0.0034584374702606255,-1.6068661660304735,0.1080837298246779,0.19706616563413248,0.3067199005389644,0.38656019928363594,43.340586119595244,1.0,-2.7831856856464037,-2.2346906636077914,-0.04644938558650609,0.02078559969974367,7.1690031249963795,,,,,,
factors__fourier_ffn_k10__s1,factors,fourier_ffn_k10,fourier_ffn,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.17120474860487614,0.002538887074100472,0.014829536533241702,0.24037043161875146,0.04527159894585319,0.002431856127001586,0.014396553353987818,-0.05371703636777203,1154,0.5171948752528658,0.5070422535211268,-0.21413198855284152,3.78043841880147,0.0014761404552474436,0.0021798874024271243,0.41368733108336436,0.6791031064225158,0.15139338834453453,0.09012840223035805,0.819743196475439,43.630203340891,1.0,0.6654814200881595,-1.2643550745303547,-0.01888001568652903,0.014932526524277229,7.132886416002293,,,,,,
factors__fourier_ffn_k10__s2,factors,fourier_ffn_k10,fourier_ffn,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.41393679743664524,-0.00987064277742122,0.023845772684492887,-0.5618396027451102,-0.1066359753184384,-0.010103876940976253,-0.05801218866723379,-0.09475110918996954,1182,0.4935940660822657,0.49295774647887325,-0.334711139876965,8.054722329526042,0.002271153497994538,0.0038671782754672555,-0.9853506931289046,0.3244518402426604,0.2610165194938846,0.45375261268371875,0.09249477065196571,41.91868344503172,1.0,-1.5006413175177147,-2.262724289869621,-0.05425607626087097,0.02397820914540022,7.18302095800027,,,,,,
factors__fourier_ffn_k15__s0,factors,fourier_ffn_k15,fourier_ffn,15,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.6039401231518519,-0.012523593210147035,0.02073648153195836,-0.7769282631342834,-0.15128313186817974,-0.012658447937334838,-0.07222818689192301,-0.08367388869477366,1130,0.5030343897505057,0.5211267605633803,-1.6942232054421211,24.7977681221176,0.002000217124077433,0.003444610033480093,-1.5834803124478234,0.11331203048109242,0.18039315986655344,0.3958020917468814,0.20839580916695716,42.90228717752465,1.0,-2.7549159008982285,-2.1672156695954055,-0.04529698025057215,0.02090100255644081,7.385863415998756,,,,,,
factors__fourier_ffn_k15__s1,factors,fourier_ffn_k15,fourier_ffn,15,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.305075910944888,0.00468470960903301,0.015355881736199433,0.43131818543327316,0.10997169167631414,0.004577193473895846,0.027239349946721614,-0.04162156100470071,831,0.523937963587323,0.5915492957746479,-0.24339472365486506,4.811446101642438,0.001497785195031182,0.0022140347706600316,0.7842791196357944,0.43287634870658753,0.16105460042235645,0.09621151428360704,0.8075769714713962,42.95620831373538,1.0,1.1542742304418019,-1.173797644309464,-0.01810397945040479,0.015423424589555403,8.31690024999989,,,,,,
factors__fourier_ffn_k15__s2,factors,fourier_ffn_k15,fourier_ffn,15,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.08111150286003367,-0.0014823924684792228,0.018275983260194858,-0.11536390312652348,-0.0291786369114164,-0.0016480407130532448,-0.009659632539564256,-0.0564810727127707,1250,0.48887390424814564,0.5352112676056338,0.04353975485249896,8.102070513724874,0.0017360736916900417,0.0027244358309852783,-0.1995870984594476,0.8418035187081057,0.19664107529056335,0.6027623684846051,-0.20552473499334667,43.66108360433733,1.0,-0.2991495946032781,-2.262667120040339,-0.041517035348853,0.018348715540672567,8.034628666995559,,,,,,
factors__fourier_ffn_k1__s0,factors,fourier_ffn_k1,fourier_ffn,1,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,0.30524185067164405,0.012278846484189672,0.04022661524680087,0.4462551961612157,0.15982913502934348,0.01153591401867593,0.06982956353679226,-0.072176540382065,429,0.5138233310856373,0.5774647887323944,0.2677542352730945,4.256373137470095,0.0038617134173750496,0.005949921282802069,0.7794635979823938,0.4357066728391147,0.2501586074359385,0.18643338453279315,0.6271332280911365,39.177901155093075,1.0,1.9477875171233023,-0.5962284415162445,-0.024002968054745274,0.040258005796745114,7.238185541005805,,,,,,
factors__fourier_ffn_k1__s1,factors,fourier_ffn_k1,fourier_ffn,1,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.40983207437555763,0.012797256404417708,0.0312256097181176,0.5680009151555627,0.16566115769636935,0.01238519540343419,0.07512639503238616,-0.07476221689899265,675,0.5178691840863116,0.5633802816901409,-0.5145548310508229,4.142094729028058,0.0031782154377319326,0.004821445074385596,0.9718368902717862,0.33113170016378113,0.21555954680623376,0.08925910984086288,0.821481779438516,40.89405132347524,1.0,2.3558577786045656,-0.532863952167295,-0.016679224404011535,0.03130109352710544,7.209211082998081,,,,,,
factors__fourier_ffn_k1__s2,factors,fourier_ffn_k1,fourier_ffn,1,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,0.6223445029526733,0.023049839858448554,0.03703710685816309,0.9230917317363089,0.3664507363522613,0.022615225773143788,0.14065904319354883,-0.061714232036374606,429,0.5246122724207687,0.5492957746478874,0.24930904387090905,2.587030725750786,0.0038234767097981054,0.0051636206112121285,1.485706584257389,0.13735674829844802,0.22891176472120878,0.30224584898254503,0.3955083019995721,39.40129450912798,1.0,3.9957587412471005,-0.36393793263415186,-0.013475151794710172,0.03702596125987244,7.2211151250012335,,,,,,
factors__fourier_ffn_k3__s0,factors,fourier_ffn_k3,fourier_ffn,3,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,0.2895949942479793,0.006946412892151235,0.023986646972920543,0.4210887191172524,0.13734358275464753,0.006680942210486762,0.0399639613916436,-0.048644007069640005,954,0.5158462575859744,0.5633802816901409,0.2532134695299231,6.4021992999036765,0.002243134266359112,0.003559881349218179,0.7201620285905769,0.4714252399661424,0.14153830801370781,0.20999820599437133,0.5800035890388249,43.59342494823835,1.0,1.9475385082136216,-0.6764759467051195,-0.016252306114775458,0.024024957862781113,7.229746167002304,,,,,,
factors__fourier_ffn_k3__s1,factors,fourier_ffn_k3,fourier_ffn,3,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.4730584795200175,0.008430240774289405,0.01782071591411497,0.6685427387111055,0.20406582332727027,0.008305599188951795,0.049880060274034355,-0.040700588925327796,343,0.5306810519217802,0.6619718309859155,-0.19622534000618067,3.4145183850999636,0.0017102726103604426,0.0026810233031774908,1.1135579343026785,0.2654688812434224,0.10414742587174049,0.08453603575912787,0.830927927186062,45.86801173165091,1.0,3.2121136097121354,-0.3860779292365868,-0.00689875723544025,0.017868820548953796,7.229318707999482,,,,,,
factors__fourier_ffn_k3__s2,factors,fourier_ffn_k3,fourier_ffn,3,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.2631167087901053,-0.005764795023227363,0.021909650093054647,-0.3685800953371598,-0.08088567641748134,-0.005986869152765917,-0.03472103651563985,-0.07401643180759765,1258,0.49763991908294,0.4647887323943662,0.12580722394477714,4.6162868406304485,0.0022490426432219307,0.0033176631642137947,-0.6582425941668762,0.5103822589021152,0.13007946820656596,0.3793032193058989,0.24139355771131873,44.393492972086165,1.0,-1.758630400515275,-1.4483350580567251,-0.03178716012829264,0.02194738016695007,7.225920416996814,,,,,,
factors__fourier_ffn_k5__s0,factors,fourier_ffn_k5,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.24709879949821356,-0.005609418540908616,0.02270111612156647,-0.34129821057693993,-0.09171720913466819,-0.005850004171359613,-0.03393861690305411,-0.06378305910693449,1258,0.5077545515846258,0.5070422535211268,-0.06199094279575164,14.070997650271345,0.002134299168090779,0.0034796044049396437,-0.6649117576643496,0.5061069350055645,0.18360292684739948,0.2769820279739139,0.44603595109528843,43.34350943013809,1.0,-1.212377044678538,-1.5698280197486807,-0.03579269790569561,0.02280039434601619,7.645903790995362,,,,,,
factors__fourier_ffn_k5__s1,factors,fourier_ffn_k5,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.49595679244126567,0.007765860808447028,0.015658341466039526,0.7115802926101351,0.23727588827532417,0.007672437112333119,0.04600626243894279,-0.03233551107152688,373,0.5266351989211059,0.6056338028169014,-0.03605372916907324,2.369692422914473,0.0015643707385250088,0.0022226696735310244,1.2083786656787419,0.2269016421822616,0.1389742986497571,0.08515207500348697,0.8296958499244154,45.16399795146113,1.0,2.217453750041411,-0.7629307837776262,-0.011963888370893077,0.01568148595558602,7.551978832998429,,,,,,
factors__fourier_ffn_k5__s2,factors,fourier_ffn_k5,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.42261951220630234,-0.010670290766551049,0.025247984199419385,-0.578873822816438,-0.12276724927106603,-0.010929162626111988,-0.06262447522905179,-0.08902343818081937,1257,0.48954821308159135,0.4647887323943662,-0.13481530226935712,9.765532038852946,0.002309139775838337,0.0039540762098146005,-1.025108592097325,0.30531195183434134,0.2044788212344687,0.3697651469437516,0.26046970757385407,42.145249698892634,1.0,-2.0707486194004074,-1.8056934737629584,-0.04582029374083948,0.025375455140430173,7.577673959000094,,,,,,
factors__fourier_ffn_k8__s0,factors,fourier_ffn_k8,fourier_ffn,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.10998530960290175,-0.0022943239466716534,0.02086027629467274,-0.1539056445773991,-0.06452231733819644,-0.002508784747505488,-0.014673824523922963,-0.03888243403217506,1206,0.4949426837491571,0.4788732394366197,-0.11581718988885042,2.603929563622991,0.0021365925824649544,0.0031365172138004198,-0.26816070158898914,0.7885756230640165,0.20494630980630704,0.4908051032221405,0.018389793854030455,40.975831244315685,1.0,-0.4442363521667914,-1.9403655287802304,-0.04055339765658925,0.020899875335387088,7.166984124996816,,,,,,
factors__fourier_ffn_k8__s1,factors,fourier_ffn_k8,fourier_ffn,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,cpu,,,1483,2020-02-07,2025-12-31,0.35980082871472713,0.007535835868202509,0.020944465011717348,0.5324288157357716,0.17593710242533322,0.007343274278985179,0.04399707795438257,-0.04173806535265423,1115,0.4983142279163857,0.5070422535211268,0.22635520698102296,1.8114289257268963,0.002043014884680079,0.002801888463952995,0.9017673936715144,0.36718044406136985,0.24177563747747316,0.23598258997292298,0.5280348202076922,40.747581178729185,1.0,1.2368537583068697,-1.37602786361143,-0.02893907666967875,0.02103087984986525,7.17473145799886,,,,,,
factors__fourier_ffn_k8__s2,factors,fourier_ffn_k8,fourier_ffn,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,cpu,,,1483,2020-02-07,2025-12-31,-0.07422546382360352,-0.0019928201163072153,0.02684820024894884,-0.10638211246117109,-0.032775965438117886,-0.002350423755950626,-0.013752891241705312,-0.07171180847100611,1071,0.4989885367498314,0.4507042253521127,0.15940999014726756,13.377868527011724,0.0026015113329743225,0.003846972120083166,-0.16331872404655262,0.8702674921719953,0.3088513479077258,0.6601195049614359,-0.32023902297124673,39.794854287349516,1.0,-0.2560460360016006,-2.133432687131591,-0.05760182347584787,0.02699959732654784,7.161724249999679,,,,,,
factors__ou_threshold_k0__s0,factors,ou_threshold_k0,ou_threshold,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.35263259029957317,-0.05403802477008867,0.15324172029641833,-0.4639290509462274,-0.16065097113174634,-0.06373801715071581,-0.32130303839041285,-0.3967484086880848,1481,0.4989885367498314,0.4507042253521127,-0.8159628536875381,11.19265391976825,0.015137354777132418,0.024903878035320882,-0.9698967015148787,0.33209798438457816,1.0702736495155716,0.4604586600709562,0.07833613461073154,9.019741320626276,0.9905596763317599,-2.003568025126743,-1.3061553074748005,-0.2003805508472357,0.15341249980037433,0.0441683750032098,,,,,,
factors__ou_threshold_k10__s0,factors,ou_threshold_k10,ou_threshold,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.12711560301971844,-0.009885358773821578,0.07776668275953613,-0.18070164328871655,-0.06210755301891498,-0.012824445281568675,-0.07314575259704348,-0.20648769204710038,647,0.49291975724882,0.5070422535211268,0.25204342831778875,4.146522437786342,0.007793267336725346,0.01122877500096613,-0.30276596390920696,0.7620682235512946,1.0588524517843276,0.4846470156777524,0.03068528443183034,8.882591093117409,0.9993256911665542,-0.37047290314837683,-2.001187578948955,-0.15550063681606957,0.07770417848472765,0.024994833001983352,,,,,,
factors__ou_threshold_k15__s0,factors,ou_threshold_k15,ou_threshold,15,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.34427308622101893,-0.02643037032797241,0.07677152640100496,-0.46192118788867803,-0.1527547074651454,-0.028959402439536874,-0.15881205973349966,-0.18958108015194652,1469,0.4983142279163857,0.39436619718309857,-0.7572003979289779,11.312975064881195,0.007510821558541111,0.011658012741618524,-0.90399684703702,0.36599707326253916,1.0486501441883895,0.4841106348393697,0.031735893627798245,8.87711006076975,0.9986513823331086,-1.0001659992863776,-2.2223655983091066,-0.1707392904595881,0.07682772384053083,0.02210358299635118,,,,,,
factors__ou_threshold_k1__s0,factors,ou_threshold_k1,ou_threshold,1,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.3456084726953985,-0.03580834146551748,0.10360955906621278,-0.4787073991839156,-0.10687542215615163,-0.0403449299871641,-0.21521779223633142,-0.3774949298279042,1426,0.4868509777478085,0.4225352112676056,-0.029043397129856728,4.01872519759258,0.010562351834771885,0.015440005367016972,-0.8672515464115756,0.38580419877449734,1.0505497909820916,0.49175200402213814,0.01648489089176531,8.879217273954117,0.9993256911665542,-1.3525926551686414,-1.7415840998535743,-0.18055711463720936,0.10367407158367484,0.022305250000499655,,,,,,
factors__ou_threshold_k3__s0,factors,ou_threshold_k3,ou_threshold,3,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.18096376805411885,-0.01554878825829013,0.08592210709074163,-0.2578491420168597,-0.06564566556389662,-0.01905441156285681,-0.10704205062848238,-0.2902615336317991,1221,0.49561699258260283,0.4647887323943662,0.23175903516107432,3.4024976887082428,0.008261424706296884,0.012115095776240143,-0.4544081667631484,0.6495350754061386,1.045626735191556,0.4988484920648731,0.002303037533708625,8.818610923803101,1.0,-0.5900914602780978,-1.8615249995171061,-0.1598648623121278,0.08587843964147565,0.02233404099388281,,,,,,
factors__ou_threshold_k5__s0,factors,ou_threshold_k5,ou_threshold,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.2602088986919144,-0.022410570082469966,0.08612530238254432,-0.3587232473059516,-0.110308134539467,-0.025785773569791615,-0.1425033336041126,-0.23376130579531973,1292,0.4935940660822657,0.5070422535211268,-0.1881674538958208,6.567332688944429,0.007768524678732416,0.01280745699258398,-0.6472292398589734,0.5174835898399084,1.0572976421931817,0.4978855477968785,0.00422892631587352,8.821308159136885,1.0,-0.841114461166521,-1.9496139759596618,-0.16817192063250072,0.0862590865197923,0.022704832997987978,,,,,,
factors__ou_threshold_k8__s0,factors,ou_threshold_k8,ou_threshold,8,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cpu,,,1483,2020-02-07,2025-12-31,-0.01650319933386479,-0.0012414782676837023,0.07522652078352905,-0.022680728117138192,-0.016834493169306363,-0.004065711475860989,-0.023690039487742176,-0.2415107740382605,677,0.5016857720836143,0.5352112676056338,-0.31277464959292767,2.717626037954327,0.006976698832265164,0.011304068693445713,-0.041987662708299824,0.9665085331772423,1.0440233466535926,0.48844193212279924,0.023053807506007433,8.86342123056119,0.9973027646662171,-0.04718765224961515,-1.9267398945933052,-0.14506021672424546,0.07528790841529998,0.023048041999572888,,,,,,
final__cnn_neutral_cw0.25__s0,final,cnn_neutral_cw0.25,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,0.25,1483,2020-02-07,2025-12-31,0.3954645455868513,0.017700487562937933,0.044758721762708766,0.5600373556961851,0.2856820373177786,0.01683824103974252,0.10325697946453372,-0.05894049621682196,719,0.5212407282535402,0.5070422535211268,-0.140753276984745,2.275295512485771,0.004428562452758754,0.0064544204139764276,0.974515468853017,0.3298006623261486,0.840532599374473,0.5000000008671892,-1.6617240838758686e-09,32.2292488810808,1.0,0.8356609852364002,-2.2512768023649294,-0.10082016879957126,0.04478355069161702,203.91517737499817,,,,,,
final__cnn_neutral_cw0.25__s1,final,cnn_neutral_cw0.25,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,0.25,1483,2020-02-07,2025-12-31,0.40050161324016254,0.018640696799567338,0.046543375065980976,0.5829748615951795,0.24231258925168828,0.01771225346696914,0.108849335878757,-0.073096711655256,502,0.5131490222521915,0.5774647887323944,0.10574081111781701,3.21432590296347,0.0043123996990636244,0.006487695863845243,1.0170510070322625,0.3091291652190187,0.8620813883574258,0.5000000012448997,4.2454716688308466e-10,30.758232407313454,1.0,0.8580514559865798,-2.198752676224202,-0.10259327613268451,0.046659761801342015,222.18177991599805,,,,,,
final__cnn_neutral_cw0.25__s2,final,cnn_neutral_cw0.25,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,0.25,1483,2020-02-07,2025-12-31,0.4911706436160688,0.02230921369022182,0.045420494852823824,0.7074480977864921,0.32091579591380326,0.02150478631712449,0.13338916164672643,-0.06701068190143122,485,0.5050573162508429,0.49295774647887325,-0.02292696711125717,4.682740440848996,0.004293812846194842,0.006532171421460828,1.267179990834531,0.20509093866113315,0.8640746987366567,0.5000000003916618,-1.5774113511607113e-09,30.696154662295463,1.0,1.02454829292287,-2.1820343816111674,-0.09917574696856545,0.04545104687825139,246.34962416599592,,,,,,
final__cnn_neutral_cw0.5__s0,final,cnn_neutral_cw0.5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,0.5,1483,2020-02-07,2025-12-31,0.22241783111934157,0.009464267215749077,0.04255174671976225,0.31404082160141567,0.13245902246552047,0.00859540835709427,0.051657132697828345,-0.06489107496872615,545,0.5091031692515172,0.5633802816901409,-0.08456124085150546,2.2726320590382025,0.004226435867364913,0.006105793265717047,0.5557163810733396,0.5784047564105737,0.5720533479050762,0.4999999978487008,2.600112270541233e-09,35.70540457055275,1.0,0.6565229636894664,-1.765548577107134,-0.07525081415521002,0.04262177497178193,234.13994975000242,,,,,,
final__cnn_neutral_cw0.5__s1,final,cnn_neutral_cw0.5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.14048956284263153,0.006493788722864192,0.0462225704989784,0.19953097839239325,0.05499450117821678,0.005440210486292063,0.03244361766459569,-0.0989228080942558,546,0.4996628455832771,0.5211267605633803,-0.0022673473830344282,2.849435208316942,0.004886100016461597,0.006596780903666903,0.3611751407837825,0.7179685244237354,0.4801904240601662,0.5000000007869709,-1.2999771754305266e-10,35.82791595823903,1.0,0.5366413317996513,-1.439590791866128,-0.06665436925867528,0.04630091386752471,244.66522079199785,,,,,,
