run,suite,variant,cfg_model,cfg_n_factors,cfg_lookback,cfg_objective,cfg_gamma,cfg_turnover_bps,cfg_short_bps,cfg_protocol,cfg_train_window,cfg_test_start,cfg_retrain_every,cfg_epochs,cfg_batch_dates,cfg_learning_rate,cfg_dropout,cfg_features,cfg_attention_heads,cfg_transformer_ff,cfg_seed,cfg_device,cfg_neutralize,cfg_cost_weight,observations,start_date,end_date,sharpe,mean_return,volatility,sortino,calmar,cagr,total_return,max_drawdown,max_drawdown_duration_days,hit_rate,positive_month_fraction,skewness,excess_kurtosis,var_95,cvar_95,hac_t_stat,hac_p_value,turnover,short_fraction,net_exposure,effective_positions,active_days_fraction,break_even_cost_bps,net_sharpe,net_mean_return,net_volatility,runtime_seconds,cfg_kind,cfg_members,cfg_smoothing_days,cfg_dataset,cfg_factor_model,cfg_max_blocks
final__cnn_neutral_cw0.5__s2,final,cnn_neutral_cw0.5,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,0.5,1483,2020-02-07,2025-12-31,0.366247874095185,0.01620615293664482,0.04424913858321254,0.5257429288440468,0.29273553035608696,0.015343291144557236,0.09374583614983734,-0.05241349120106287,333,0.5171948752528658,0.5352112676056338,0.017708798261558824,3.231193606232214,0.004309721392815846,0.006241081463634889,0.9493798783896341,0.3424274404511254,0.5183485858432186,0.4999999992852727,4.926192499549629e-10,37.367429125640825,1.0,1.2406734089253009,-1.3943874972686225,-0.06174669136887288,0.04428230423022623,248.54659833299957,,,,,,
final__cnn_neutral_cw0.5_k10__s0,final,cnn_neutral_cw0.5_k10,cnn_transformer,10,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,0.5,1483,2020-02-07,2025-12-31,-0.007660819898990345,-0.00029512673684596754,0.03852417113798272,-0.010758975120337381,-0.011884854289181032,-0.0010367647956516235,-0.006085849262389198,-0.08723411919281221,1457,0.5010114632501685,0.49295774647887325,-0.08822366909711847,2.623198820561406,0.0038013072098519473,0.005551587798539976,-0.01881591770290448,0.9849879555803376,0.41264624615150863,0.5000000001615447,-3.6484904316287247e-10,40.56621779364388,1.0,-0.02838115832990896,-1.6842764445119063,-0.06493845703805615,0.0385556998375495,145.3635694580007,,,,,,
final__cnn_neutral_cw0.5_k10__s1,final,cnn_neutral_cw0.5_k10,cnn_transformer,10,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.051872007482140034,0.0020163758899276294,0.038872139093939724,0.07208423896836454,0.012540200006682479,0.001261397936158204,0.007446134461692511,-0.10058834272866657,1159,0.50236008091706,0.4647887323943662,-0.19735790578896079,2.3482300180714244,0.003935284058985706,0.005589342825478717,0.12320287297943834,0.9019464505946292,0.37318694932969804,0.5000000000950298,-9.779330281807573e-10,40.16665853473931,1.0,0.21440973863284524,-1.481798542266698,-0.05765843558605066,0.038911116417924746,136.33702637500392,,,,,,
final__cnn_neutral_cw0.5_k10__s2,final,cnn_neutral_cw0.5_k10,cnn_transformer,10,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,0.5,1483,2020-02-07,2025-12-31,-0.15586491180746134,-0.00597262447354627,0.03831923685892951,-0.21887523233742825,-0.055841296331899645,-0.006684502066290565,-0.038701043753814224,-0.11970535258637982,1393,0.5030343897505057,0.49295774647887325,-0.014756691804637226,3.543340431804718,0.003739065577862184,0.005394844804353877,-0.36089645041819407,0.7181768571790275,0.3778676728744455,0.49999999976530435,2.6800397519723897e-10,39.67466867023404,1.0,-0.6272272668298849,-1.72589998360679,-0.0662368094252528,0.038378127385360394,98.4512496249954,,,,,,
final__cnn_neutral_cw0.5_k6__s0,final,cnn_neutral_cw0.5_k6,cnn_transformer,6,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,0.5,1483,2020-02-07,2025-12-31,0.23189109996891225,0.009713864090434827,0.04188976675576202,0.3358769026884577,0.0884423369695022,0.008875801510864534,0.053378843079672667,-0.10035693102416776,692,0.5003371544167229,0.5774647887323944,0.1890782369200974,2.470896212788989,0.004083624983922073,0.005778928138573842,0.56163390524684,0.5743654748953283,0.4629348322567585,0.5000000015776127,-1.81143271686914e-09,38.00619079764756,1.0,0.8326675168518812,-1.4623434440690823,-0.06126155543636526,0.04189272751543257,145.8237359160048,,,,,,
final__cnn_neutral_cw0.5_k6__s1,final,cnn_neutral_cw0.5_k6,cnn_transformer,6,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.17108563403818897,0.007247010986270234,0.042358968518961614,0.24675872683657518,0.058037391439598275,0.006370293190059773,0.03807679707649858,-0.10976187991994057,1114,0.5010114632501685,0.5070422535211268,0.1815243865040496,2.675256173628659,0.004281210155207953,0.005834102230576951,0.41747583645901165,0.6763303949633426,0.4073096571397598,0.4999999992376273,-1.1190154807118037e-09,38.77350447445913,1.0,0.706047097095448,-1.3359041911531007,-0.0567243624905108,0.04246140020082468,146.15561762500147,,,,,,
final__cnn_neutral_cw0.5_k6__s2,final,cnn_neutral_cw0.5_k6,cnn_transformer,6,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,0.5,1483,2020-02-07,2025-12-31,0.4838269699315295,0.02117137170787912,0.043758147072444645,0.7102644753962034,0.2727766079610928,0.020419355056140454,0.1263202175969802,-0.07485742714072074,712,0.5185434929197572,0.5211267605633803,0.2530660891827093,3.9137634221312734,0.004333922224596338,0.006028197303859104,1.1783365901337557,0.23866244606367026,0.4571724641505387,0.5000000005255132,-1.155970449054754e-09,37.08056155508644,1.0,1.8376736654355241,-1.1196663354924035,-0.04907847899364915,0.04383312906524565,145.90755633299705,,,,,,
final__cnn_neutral_cw0.5_k7__s0,final,cnn_neutral_cw0.5_k7,cnn_transformer,7,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,0.5,1483,2020-02-07,2025-12-31,0.2818266117103909,0.011222449715409588,0.03982040463567699,0.40184409623111966,0.1363743204627053,0.010483954837235965,0.06329871314773339,-0.07687631220940194,1089,0.5151719487525287,0.4788732394366197,-0.035664696862401986,1.6617256831814338,0.003973910934535875,0.005530335675573748,0.6896876594912245,0.4903906280000757,0.44211359474093115,0.4999999995017768,9.985031397647111e-10,39.322497801708586,1.0,1.0072870670896332,-1.433489616651536,-0.05713126285663019,0.03985467504821008,146.8033959999957,,,,,,
final__cnn_neutral_cw0.5_k7__s1,final,cnn_neutral_cw0.5_k7,cnn_transformer,7,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.30523986476891046,0.012425747536694686,0.040708141271461745,0.4320556103361125,0.09214544733219461,0.011664291350889977,0.07062883971439438,-0.1265856500629804,1115,0.5212407282535402,0.4788732394366197,-0.10251573655110081,1.9842886437306877,0.0041171314068462,0.005803411241120718,0.7221792311568146,0.4701842905923662,0.3808078401803014,0.500000000338529,7.583974967471445e-10,39.725308242392586,1.0,1.2948399893149394,-1.1844609699683653,-0.04820864870559232,0.040700917909418224,145.66031870900042,,,,,,
final__cnn_neutral_cw0.5_k7__s2,final,cnn_neutral_cw0.5_k7,cnn_transformer,7,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,0.5,1483,2020-02-07,2025-12-31,0.6831538158905326,0.027998235510444194,0.040983794365470665,1.0124695368042487,0.5735670834534708,0.02752939403329724,0.17329778543597096,-0.047996816462237746,656,0.5178691840863116,0.5352112676056338,0.18025587923878328,3.1181416638319117,0.003989763260938223,0.005460667330585112,1.5970168888134206,0.11026194262204313,0.44278573836425084,0.5000000006325289,-6.64185950263615e-10,37.864452792146594,1.0,2.5092070394785675,-0.9855286540707496,-0.0404401100851027,0.04103392622635969,145.53776004199608,,,,,,
final__cnn_neutral_cw0.5_k8__s0,final,cnn_neutral_cw0.5_k8,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,0.5,1483,2020-02-07,2025-12-31,0.45833531826958146,0.01779941247281736,0.03883491357379574,0.6580741418778596,0.2844250721201132,0.017190795002202552,0.10550996711171612,-0.060440505030241676,292,0.5158462575859744,0.5070422535211268,-0.07884239692964543,2.829788658718332,0.0038537761319802012,0.0054831159174175415,1.1034085549225046,0.2698497832295924,0.4220348558030594,0.5000000001645123,-1.4759374925499265e-09,38.05575499636623,1.0,1.6736198019342514,-1.2338142311654137,-0.048026084962980345,0.038924891405748126,159.44792225000128,,,,,,
final__cnn_neutral_cw0.5_k8__s1,final,cnn_neutral_cw0.5_k8,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,0.5,1483,2020-02-07,2025-12-31,0.6073149642183765,0.024252991060394455,0.039934782591119614,0.8812610947901924,0.28290283238313674,0.02373175214786749,0.14800775883886308,-0.08388658377137581,499,0.5171948752528658,0.5633802816901409,-0.029897469896960776,2.0252167231637177,0.004102305165323184,0.005575420369918161,1.4051649177235954,0.15997224363168017,0.40824020341367195,0.499999999310345,-8.771035543926894e-10,37.90568236987678,1.0,2.3574853043054103,-0.9964249695231524,-0.039835552186968125,0.03997847645872601,150.5069497919976,,,,,,
final__cnn_neutral_cw0.5_k8__s2,final,cnn_neutral_cw0.5_k8,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,0.5,1483,2020-02-07,2025-12-31,0.9353828587083884,0.037581356216342794,0.040177512198840734,1.4236018048558636,0.8195039456414316,0.03745644346292121,0.2415992209076312,-0.04570623931969453,546,0.5111260957518543,0.5774647887323944,0.24176902009133858,3.7476046673440973,0.0035397717833251245,0.005276123278829372,2.153864310802427,0.03125081450601268,0.4828732810502594,0.4999999996452612,-3.3473843641497353e-10,36.4666516601019,1.0,3.088436900329259,-0.8927663030552119,-0.035904613779153605,0.04021725915985108,144.60141545900115,,,,,,
final__cnn_neutral_cw0__s0,final,cnn_neutral_cw0,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,1.0,1483,2020-02-07,2025-12-31,0.30231548972493394,0.0135601628763233,0.04485434368136812,0.41816536114902497,0.11422642693943343,0.012632378196548055,0.07667211771355853,-0.1105906797141274,1083,0.5273095077545515,0.5492957746478874,-0.3547816416655131,2.8170378213382143,0.004739398114145894,0.006586345567612031,0.7488998478002016,0.4539175720698958,1.109927462515371,0.4999999974310709,6.114350275806684e-09,29.199795988034836,1.0,0.484807989363493,-3.0986477827741252,-0.13888135757376244,0.044819988365836845,449.9658592499982,,,,,,
final__cnn_neutral_cw0__s1,final,cnn_neutral_cw0,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.3873097099880204,0.017485307448792748,0.045145543728644384,0.5663798252950599,0.19663002908967628,0.016602461228564014,0.10175236205816862,-0.08443502401656156,1173,0.5037086985839514,0.5352112676056338,0.20212322441533942,3.142967128490664,0.004346142281170973,0.006311625061324405,1.024537118511545,0.30558164798806275,1.0993910783334144,0.49999999735844974,5.301665967705534e-09,29.19147044887829,1.0,0.6311324699395972,-2.9545754662786607,-0.13362952379563586,0.045227994790041554,418.51845033399877,,,,,,
final__cnn_neutral_cw0__s2,final,cnn_neutral_cw0,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,1.0,1483,2020-02-07,2025-12-31,0.6062807158957462,0.027764509992040044,0.045794809671654356,0.865137580910547,0.34165184695488166,0.027074197698289115,0.1702422771405947,-0.07924499147187258,1015,0.519217801753203,0.5352112676056338,-0.21056756866000376,3.8583340647488837,0.00436897862161669,0.006656359312984381,1.5495557308550862,0.12124818531579767,1.096037612796509,0.5000000012445515,-2.338041111581231e-09,28.374852910140245,1.0,1.0052266972063788,-2.6839915682365136,-0.12292806961695886,0.04580046788214293,388.3133061249973,,,,,,
final__cnn_neutral_cw1__s0,final,cnn_neutral_cw1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,1.0,1483,2020-02-07,2025-12-31,-0.035413691121306455,-0.0014902503343319302,0.04208119196689241,-0.0495646241269671,-0.0392742404460597,-0.002372907155388071,-0.013883684814035568,-0.06041891907870467,980,0.5158462575859744,0.5211267605633803,-0.022340612777416044,1.33946890516075,0.004442050536748933,0.005990728080130312,-0.0938751230078311,0.9252083555162317,0.24101879329140252,0.4999999990713116,1.0009996314272416e-09,42.770089090736406,1.0,-0.24536226914697756,-1.057348390508389,-0.04452310352058303,0.04210826244240619,343.24474808300147,,,,,,
final__cnn_neutral_cw1__s1,final,cnn_neutral_cw1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.06921809890693892,0.0030876904194234627,0.04460813671832774,0.0979519850702195,0.02006706031889822,0.0020949221569559473,0.012391703796648335,-0.10439606617333219,729,0.49291975724882,0.5211267605633803,-0.0014342082225162129,1.9590034053382217,0.004619250953765412,0.006321681677863016,0.18119692390906703,0.8562130090040455,0.2600711587572437,0.49999999933958206,5.9183220278533e-10,39.7394575029109,1.0,0.47113027904235627,-0.9486580008067153,-0.04234414208515338,0.044635835094570406,282.3816638339995,,,,,,
final__cnn_neutral_cw1__s2,final,cnn_neutral_cw1,cnn_transformer,5,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,True,1.0,1483,2020-02-07,2025-12-31,-0.1591349946594404,-0.006884438014150155,0.043261622177342675,-0.22023108241637812,-0.08783896520722569,-0.007790004444963139,-0.04498005265011551,-0.08868506620706784,1293,0.5084288604180714,0.4507042253521127,-0.07050119953846762,2.2287584578287216,0.00446049983649174,0.006339704704718524,-0.4046734474854682,0.6857175623373616,0.2680194278028406,0.5000000006648068,8.356055399575755e-11,42.11402925377522,1.0,-1.0192991863614551,-1.232073478332709,-0.053317077141639885,0.043274267386869396,271.41952370799845,,,,,,
full_bench__ff5_fourier_ffn__s0,full_bench,ff5_fourier_ffn,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,False,1.0,3499,2003-02-10,2016-12-30,0.9436931453326166,0.0335171297288804,0.03551697910984281,1.475484926374186,0.37732135644463477,0.033431796218070575,0.5787084440039707,-0.08860297899140013,876,0.5215775935981709,0.5868263473053892,0.8362704559183574,11.04215109026846,0.0030025958811623456,0.004581856663976256,3.211969352267462,0.0013182843785671762,0.6074112537968265,0.3874018022268767,0.22519639569453037,325.5021306019119,1.0,2.189694086497803,-1.4833905665350353,-0.0527933509000749,0.03558964988121219,125.04397854200215,,,,full,ff5,0.0
full_bench__ff5_fourier_ffn_neutral__s0,full_bench,ff5_fourier_ffn_neutral,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,1.0,3499,2003-02-10,2016-12-30,0.365097430425449,0.016042151515920502,0.04393937118983977,0.5278744703784016,0.12308611587079547,0.015190068547809021,0.23284812923093168,-0.1234100892724096,1882,0.5121463275221492,0.5089820359281437,-0.19925102936548975,55.96803911393664,0.0029667774985561728,0.005823436045321929,1.2921232536862708,0.19631446410809883,0.7525321671210161,0.5001368082890348,-0.00027291293961831603,299.2922445603147,0.9974278365247213,0.8459350203716376,-2.083323368589714,-0.09135684237096287,0.04385149408313219,97.60150900000008,,,,full,ff5,0.0
full_bench__ff5_ou_threshold__s0,full_bench,ff5_ou_threshold,ou_threshold,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,False,1.0,3499,2003-02-10,2016-12-30,0.14930586784491864,0.00654587406277416,0.04384204155708899,0.21856198405162508,0.033563961051160246,0.005600869708540346,0.08063697396574332,-0.16687153521609555,1823,0.4887110603029437,0.4311377245508982,0.28053343998103364,5.126355994836366,0.004048190329820036,0.006024503550773536,0.5421545733592503,0.5877120262685838,0.9731312434286467,0.5030190310274336,-0.006038056200763589,88.73935410117177,1.0,0.2669289564044186,-2.9379222322720566,-0.1287457097426724,0.04382202780197701,1.156115999998292,,,,full,ff5,0.0
full_bench__ff5_reversal__s0,full_bench,ff5_reversal,reversal,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,False,1.0,3499,2003-02-10,2016-12-30,0.6797292779151383,0.03841208454639887,0.05651085777004662,1.0373844041206717,0.31716038070300356,0.037501371797630245,0.66725315338487,-0.11824103538565056,798,0.5155758788225208,0.5449101796407185,0.659348134077872,7.648921492831594,0.0050553333083493395,0.00769621409085334,2.4163971603370054,0.015674953436374893,0.25040468585717607,0.5092360054676383,-0.01847201147656246,256.15344656509285,1.0,6.087302496291762,-0.10617102528003056,-0.0059986463515166785,0.056499843866958964,0.4081455419945996,,,,full,ff5,0.0
full_bench__pca5_fourier_ffn__s0,full_bench,pca5_fourier_ffn,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,False,1.0,3499,2003-02-10,2016-12-30,1.3190002832919983,0.02633628440190546,0.01996685272589526,2.0882584999403337,0.7570623456660392,0.026480223432867378,0.4374806016193513,-0.03497759938063083,705,0.5224349814232638,0.6586826347305389,0.47907107746432653,4.041615231630945,0.0017631702001717198,0.002587714879914194,4.522081071892752,6.123459587762876e-06,0.48271418909453306,0.5664339137425946,-0.1328678276945607,337.9819904006255,1.0,2.1650298965307546,-2.4405269771167215,-0.04877846566014653,0.01998685780469192,94.64402537500428,,,,full,pca,0.0
full_bench__pca5_fourier_ffn_neutral__s0,full_bench,pca5_fourier_ffn_neutral,fourier_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,True,1.0,3499,2003-02-10,2016-12-30,0.9662598133808928,0.02637385492465567,0.02729478610144711,1.5758672739650834,0.5330670115609324,0.026342242185268372,0.4347999596619674,-0.049416380331119614,492,0.5115747356387539,0.6467065868263473,2.9187916149275432,62.10500275837023,0.00220501591318445,0.0032525117092911124,3.4412523972573643,0.0005790281416234936,0.7225437797599158,0.5007300655447219,-0.00142507728345468,302.2758910293193,0.9759931408973993,1.4484680014503033,-2.8229946999471918,-0.07699212216221678,0.02727320818691478,115.48897833400406,,,,full,pca,0.0
full_bench__pca5_ou_threshold__s0,full_bench,pca5_ou_threshold,ou_threshold,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,False,1.0,3499,2003-02-10,2016-12-30,0.6159794883579494,0.022756144164202595,0.036943022607562645,0.9258921905089567,0.26610137915852605,0.022318790996007642,0.35864382446314624,-0.0838732631397282,1223,0.5135753072306374,0.5209580838323353,0.5123651687628821,6.22179384215173,0.0034790011403466286,0.004912519346249363,2.3070382876801427,0.02105268574502636,0.9724189544689249,0.5049640710741626,-0.009928136803667591,84.40754501286082,1.0,0.9286342986914913,-3.04342688875407,-0.1124947318916301,0.03696317868101759,0.6146843330061529,,,,full,pca,0.0
full_bench__pca5_reversal__s0,full_bench,pca5_reversal,reversal,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,False,1.0,3499,2003-02-10,2016-12-30,0.8286975293092579,0.037842209395328646,0.04566468229592909,1.2938443755713396,0.33355204933576593,0.037484486783682325,0.6668764390395514,-0.11237972261998919,456,0.5272935124321234,0.6167664670658682,1.0167765309957668,11.2524750218174,0.004104450658208088,0.0059471550596832505,2.9857617567983534,0.0028287292956169947,0.2502317313840491,0.504217132919954,-0.008434265746219832,242.09383747119557,1.0,6.001137296613969,-0.14064242385171769,-0.006420259880015399,0.04564952525835603,0.38752837499487214,,,,full,pca,0.0
full_paper__ff5__s0,full_paper,ff5,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,cuda,False,1.0,3499,2003-02-10,2016-12-30,1.6402466066171493,0.04464917273322171,0.027221012104580014,2.5351299123493396,0.7354419827876597,0.045269719508964856,0.8492021259017302,-0.06155444014410494,417,0.5504429837096313,0.6826347305389222,0.24918103807990702,7.658361076391952,0.0023736749578400777,0.003645336957413051,5.576677735283459,2.4515542220269666e-08,1.0587599436136532,0.4266915767446786,0.14661684512896042,295.6325733963963,1.0,1.6734601450177031,-3.650785091086036,-0.09950509193287391,0.027255806477305716,2618.2402241930004,,,,full,ff5,0.0
