run,suite,variant,sharpe_total,sharpe_drift,sharpe_neutral,mean_drift,mean_neutral,net_exposure,corr_equal_weight,equal_weight_sharpe
factors__cnn_transformer_k15__s0,factors,cnn_transformer_k15,-0.25588923197735086,0.5467310839000877,-0.38230850787973897,0.0034410477791574764,-0.010770504053590669,0.5947373732142095,0.09579266525158736,0.38943150182668174
factors__cnn_transformer_k15__s1,factors,cnn_transformer_k15,-0.0625809943115117,0.058607703419907696,-0.07697658300157664,0.00032829362284424467,-0.0020561254353146183,0.44281532687678127,0.1281014486829754,0.38943150182668174
factors__cnn_transformer_k15__s2,factors,cnn_transformer_k15,0.26046377423269346,0.7675108121269033,0.11789488463839697,0.004077919234464732,0.0032496191844932788,0.5497571437870659,0.13606269800982232,0.38943150182668174
factors__cnn_transformer_k1__s0,factors,cnn_transformer_k1,0.4737250366319075,0.7670075600894375,0.23495386866043366,0.010892509508848493,0.009294882476176847,0.7709948574034746,0.36697332954508766,0.6840815866427745
factors__cnn_transformer_k1__s1,factors,cnn_transformer_k1,0.33962083516641417,0.8128044390414472,0.0706216016966753,0.010826697713613252,0.0025929658134616813,0.727697891478675,0.3468295646348874,0.6840815866427745
factors__cnn_transformer_k1__s2,factors,cnn_transformer_k1,0.7235730978262739,0.7783231531143081,0.4649154698159615,0.010986755454552076,0.016935820989703955,0.8009610371964304,0.31620703771079967,0.6840815866427745
factors__cnn_transformer_k3__s0,factors,cnn_transformer_k3,-0.11243481258009388,0.7225027154106937,-0.4903171513064706,0.009407603001897543,-0.012683992514685556,0.9206603564345794,0.4455746287945322,0.7300772796872131
factors__cnn_transformer_k3__s1,factors,cnn_transformer_k3,0.050676390761425175,0.7459100701305789,-0.299484366913356,0.009271290068863304,-0.007816266473410752,0.8591963926348671,0.39390268079048496,0.7300772796872131
factors__cnn_transformer_k3__s2,factors,cnn_transformer_k3,0.09042223712357718,0.7812177201898478,-0.27001159345852466,0.009688526415204853,-0.0070910178192221205,0.8643077180921814,0.3920009195288382,0.7300772796872131
factors__cnn_transformer_k5__s0,factors,cnn_transformer_k5,0.6271750035771678,0.49002161355101387,0.4821009253165371,0.005090043889416521,0.01211750547509579,0.8738251866547478,0.38349782030064045,0.44263575286396684
factors__cnn_transformer_k5__s1,factors,cnn_transformer_k5,0.3133756557807929,0.6022980260893244,0.1593853937847213,0.005297806122864554,0.005129967658005927,0.6994543399479851,0.2382565681983516,0.44263575286396684
factors__cnn_transformer_k5__s2,factors,cnn_transformer_k5,0.5192854273891212,0.8341558964960577,0.312349348423598,0.007211250846425855,0.010099347784182804,0.7054644477477393,0.2040727603834163,0.44263575286396684
factors__cnn_transformer_k8__s0,factors,cnn_transformer_k8,0.7763424509973471,-0.1407508476171412,0.8082928776353183,-0.0007701445244759995,0.028898886433331092,0.31439407161822636,0.06302259778445592,0.12982653442025585
factors__cnn_transformer_k8__s1,factors,cnn_transformer_k8,-0.08334331708552359,-0.11200252637764409,-0.0683845404571334,-0.0005515977038497229,-0.002483639192562006,0.2031710190876044,0.07020509447829837,0.12982653442025585
factors__cnn_transformer_k8__s2,factors,cnn_transformer_k8,0.5962819463541628,-0.053492902461687836,0.611712794277939,-0.00030802215242037225,0.021609944664527776,0.1867097641937922,0.056814954756163175,0.12982653442025585
factors__fourier_ffn_k0__s0,factors,fourier_ffn_k0,0.7058248291664823,0.646372381937744,0.39862253256938057,0.12279218018825598,0.019900970133644502,0.6690434192967286,0.8277893724091822,0.9451538031633624
factors__fourier_ffn_k0__s1,factors,fourier_ffn_k0,0.8559374553636999,0.8966080504457382,-0.06837795358730199,0.1690962396517024,-0.003567257841538613,0.6286120653313635,0.7376032131305086,0.9451538031633624
factors__fourier_ffn_k0__s2,factors,fourier_ffn_k0,0.10981954025133918,0.08556449163191514,0.11684574647397218,0.016152873219188426,0.005187617715312032,0.1268107555176296,0.4790023820698167,0.9451538031633624
factors__fourier_ffn_k10__s0,factors,fourier_ffn_k10,-0.6681973217941334,-0.3585725157857623,-0.5812392626852049,-0.003092386313502551,-0.0107291013157146,0.38656019928363594,0.21614308072122349,0.3821507854512802
factors__fourier_ffn_k10__s1,factors,fourier_ffn_k10,0.17120474860487603,0.47591493200429336,-0.16114697422253998,0.00442491691318415,-0.001886029839083681,0.819743196475439,0.5197476292926427,0.3821507854512802
factors__fourier_ffn_k10__s2,factors,fourier_ffn_k10,-0.41393679743664513,-0.13123140993553545,-0.4069037298051395,-0.001080612839638836,-0.00879002993778238,0.09249477065196571,0.18847601498360259,0.3821507854512802
factors__fourier_ffn_k15__s0,factors,fourier_ffn_k15,-0.6039401231518519,-0.4235546037698364,-0.4813707530639355,-0.0030198694657666667,-0.009503723744380363,0.20839580916695716,0.16002613621872971,0.38943150182668174
factors__fourier_ffn_k15__s1,factors,fourier_ffn_k15,0.3050759109448882,0.6514997853657412,-0.04307510084445904,0.005228890021478614,-0.0005441804124456007,0.8075769714713962,0.493532658546697,0.38943150182668174
factors__fourier_ffn_k15__s2,factors,fourier_ffn_k15,-0.0811115028600339,-0.6724269728719678,0.2024275788393636,-0.004917636100199319,0.0034352436317200913,-0.20552473499334667,-0.008580954785032603,0.38943150182668174
factors__fourier_ffn_k1__s0,factors,fourier_ffn_k1,0.30524185067164417,0.6074050396138199,0.06205675875505419,0.009969777239822272,0.0023090692443674065,0.6271332280911365,0.33488006296819917,0.6840815866427745
factors__fourier_ffn_k1__s1,factors,fourier_ffn_k1,0.40983207437555785,0.6223999743444517,0.05069912603272577,0.011434729237181147,0.0013625271672365706,0.821481779438516,0.4196103224780957,0.6840815866427745
factors__fourier_ffn_k1__s2,factors,fourier_ffn_k1,0.6223445029526732,0.14577668697400747,0.6105716919623742,0.002453460635476059,0.020596379222972496,0.3955083019995721,0.1791239660782402,0.6840815866427745
factors__fourier_ffn_k3__s0,factors,fourier_ffn_k3,0.2895949942479792,0.4284816064112586,0.06018140466351712,0.005717276847024161,0.0012291360451270768,0.5800035890388249,0.35992379701650284,0.7300772796872131
factors__fourier_ffn_k3__s1,factors,fourier_ffn_k3,0.47305847952001734,0.6328702465226175,-0.03668501515873068,0.008840679563736404,-0.0004104387894469973,0.830927927186062,0.5481776436605434,0.7300772796872131
factors__fourier_ffn_k3__s2,factors,fourier_ffn_k3,-0.26311670879010535,-0.3957541346707085,-0.02650654788780623,-0.005315035993050322,-0.0004497590301770395,0.24139355771131873,0.18483030639776837,0.7300772796872131
factors__fourier_ffn_k5__s0,factors,fourier_ffn_k5,-0.24709879949821378,-0.07880365196537431,-0.23729389669374812,-0.0009113124630109377,-0.004698106077897682,0.44603595109528843,0.27516739714907607,0.44263575286396684
factors__fourier_ffn_k5__s1,factors,fourier_ffn_k5,0.4959567924412656,0.475073422469417,0.19572576776698106,0.005659762885488411,0.0021060979229586157,0.8296958499244154,0.598031341497794,0.44263575286396684
factors__fourier_ffn_k5__s2,factors,fourier_ffn_k5,-0.4226195122063021,-0.14735763620786602,-0.40041054841514573,-0.0016854293010741311,-0.008984861465476916,0.26046970757385407,0.25192550481262777,0.44263575286396684
factors__fourier_ffn_k8__s0,factors,fourier_ffn_k8,-0.10998530960290202,-0.30975188001413584,0.039802289059410696,-0.00302246063041004,0.0007281366837383799,0.018389793854030455,0.10801371479610547,0.12982653442025585
factors__fourier_ffn_k8__s1,factors,fourier_ffn_k8,0.3598008287147272,0.24208992691468387,0.2800140270732025,0.002350545073850569,0.005185290794351938,0.5280348202076922,0.3234836597229769,0.12982653442025585
factors__fourier_ffn_k8__s2,factors,fourier_ffn_k8,-0.07422546382360348,-0.8174765925521924,0.19170679483123718,-0.006850884034047445,0.004858063917740228,-0.32023902297124673,-0.06551887213534445,0.12982653442025585
factors__ou_threshold_k0__s0,factors,ou_threshold_k0,-0.3526325902995733,-0.017560244802439732,-0.5017918506837366,-0.0019897254826336244,-0.05204829928745504,0.07833613461073154,0.24016398477927164,0.9451538031633624
factors__ou_threshold_k10__s0,factors,ou_threshold_k10,-0.12711560301971847,-0.26719887167454437,-0.1168053514049463,-0.0008074083538105979,-0.009077950420010984,0.03068528443183034,-0.028488282664381293,0.3821507854512802
factors__ou_threshold_k15__s0,factors,ou_threshold_k15,-0.3442730862210188,-0.6924775437339616,-0.31880598073689254,-0.0019591266184292543,-0.02447124370954315,0.031735893627798245,-0.011228832452210688,0.38943150182668174
factors__ou_threshold_k1__s0,factors,ou_threshold_k1,-0.3456084726953987,0.33441756051611776,-0.36531738259906604,0.0020094724057847604,-0.03781781387130227,0.01648489089176531,-0.007526034898565477,0.6840815866427745
factors__ou_threshold_k3__s0,factors,ou_threshold_k3,-0.18096376805411882,-0.41461353392109834,-0.15791590723666207,-0.0020038455362874352,-0.013544942722002698,0.002303037533708625,0.026992503734260067,0.7300772796872131
factors__ou_threshold_k5__s0,factors,ou_threshold_k5,-0.2602088986919144,0.13678953687051731,-0.266450102015319,0.0005919979891302667,-0.023002568071600223,0.00422892631587352,0.016818644829672186,0.44263575286396684
factors__ou_threshold_k8__s0,factors,ou_threshold_k8,-0.016503199333864852,-0.36198358215871235,-0.0004536305541623824,-0.0012073091964694045,-3.41690712143067e-05,0.023053807506007433,0.015672480944326394,0.12982653442025585
final__cnn_neutral_cw0.25__s0,final,cnn_neutral_cw0.25,0.3954645455868513,-0.3924661104404458,0.39546455439019707,-3.987980936934364e-10,0.01770048796173602,-1.6617240838758686e-09,0.003044932519037094,0.44263575286396684
final__cnn_neutral_cw0.25__s1,final,cnn_neutral_cw0.25,0.40050161324016254,-0.008538089392410079,0.400501613275765,-7.946191418603104e-12,0.01864069680751353,4.2454716688308466e-10,-0.03171526904584771,0.44263575286396684
final__cnn_neutral_cw0.25__s2,final,cnn_neutral_cw0.25,0.4911706436160688,-0.6132922295035691,0.4911706493912099,-2.626285765831605e-10,0.022309213952850387,-1.5774113511607113e-09,-0.014466404026371917,0.44263575286396684
final__cnn_neutral_cw0.5__s0,final,cnn_neutral_cw0.5,0.22241783111934152,-0.00654684372442901,0.22241783092617684,-6.368705785174213e-12,0.00946426722211778,2.600112270541233e-09,0.018493001080705108,0.44263575286396684
final__cnn_neutral_cw0.5__s1,final,cnn_neutral_cw0.5,0.14048956284263173,0.19876661883691982,0.14048956075538477,9.708101618432797e-11,0.00649378862578318,-1.2999771754305266e-10,-0.053966226111107254,0.44263575286396684
final__cnn_neutral_cw0.5__s2,final,cnn_neutral_cw0.5,0.36624787409518494,-0.42933769206906497,0.36624787701693623,-1.2780657800259778e-10,0.016206153064451397,4.926192499549629e-10,-0.03424295163456061,0.44263575286396684
final__cnn_neutral_cw0.5_k10__s0,final,cnn_neutral_cw0.5_k10,-0.007660819898990161,-0.013711117312938738,-0.007660819774635047,-4.807548029937202e-12,-0.0002951267320384118,-3.6484904316287247e-10,0.04644204793694458,0.3821507854512802
final__cnn_neutral_cw0.5_k10__s1,final,cnn_neutral_cw0.5_k10,0.051872007482139965,0.028134503239405837,0.05187200731309408,6.680784343969518e-12,0.0020163758832468493,-9.779330281807573e-10,-0.01535351111131318,0.3821507854512802
final__cnn_neutral_cw0.5_k10__s2,final,cnn_neutral_cw0.5_k10,-0.15586491180746156,-0.19861443020168745,-0.1558649107986087,-3.9734407797835766e-11,-0.0059726244338118755,2.6800397519723897e-10,-0.0056431889741434095,0.3821507854512802
final__cnn_neutral_cw0.5_k6__s0,final,cnn_neutral_cw0.5_k6,0.2318910999689122,-0.285582995508925,0.23189110489079215,-2.0777605793682684e-10,0.009713864298210882,-1.81143271686914e-09,-0.009292267897070695,0.3364209337094355
final__cnn_neutral_cw0.5_k6__s1,final,cnn_neutral_cw0.5_k6,0.17108563403818916,0.28124619923552197,0.1710856315757712,1.0482642307706131e-10,0.007247010881443817,-1.1190154807118037e-09,0.005598949182028858,0.3364209337094355
final__cnn_neutral_cw0.5_k6__s2,final,cnn_neutral_cw0.5_k6,0.4838269699315296,-0.16254509394858474,0.4838269714805474,-6.342796530441724e-11,0.021171371771307086,-1.155970449054754e-09,-0.03350225199527486,0.3364209337094355
final__cnn_neutral_cw0.5_k7__s0,final,cnn_neutral_cw0.5_k7,0.2818266117103908,-0.310050984910722,0.2818266155784684,-1.4130705402692e-10,0.01122244985671664,9.985031397647111e-10,0.0370753640777515,0.14445730743297944
final__cnn_neutral_cw0.5_k7__s1,final,cnn_neutral_cw0.5_k7,0.30523986476891063,0.4992243882586982,0.3052398616183,1.3033588121369806e-10,0.012425747406358826,7.583974967471445e-10,-0.013575478176960218,0.14445730743297944
final__cnn_neutral_cw0.5_k7__s2,final,cnn_neutral_cw0.5_k7,0.6831538158905326,0.09395434405406393,0.683153814990498,3.058912351788692e-11,0.027998235479855076,-6.64185950263615e-10,0.014377431352673468,0.14445730743297944
final__cnn_neutral_cw0.5_k8__s0,final,cnn_neutral_cw0.5_k8,0.4583353182695816,-0.18128825759573344,0.45833531978791936,-6.704723936307831e-11,0.017799412539864605,-1.4759374925499265e-09,0.016145885935988775,0.12982653442025585
final__cnn_neutral_cw0.5_k8__s1,final,cnn_neutral_cw0.5_k8,0.6073149642183765,0.44798197885458496,0.607314961224349,1.1978611182643906e-10,0.02425299094060834,-8.771035543926894e-10,-0.015028272237870512,0.12982653442025585
final__cnn_neutral_cw0.5_k8__s2,final,cnn_neutral_cw0.5_k8,0.9353828587083886,-0.006661312033022673,0.9353828582218969,-2.204464554699701e-12,0.03758135621854727,-3.3473843641497353e-10,0.04942874504408065,0.12982653442025585
final__cnn_neutral_cw0__s0,final,cnn_neutral_cw0,0.3023154897249339,0.062061938815548695,0.3023154876782656,8.456553189157477e-11,0.013560162791757766,6.114350275806684e-09,0.02454740573136196,0.44263575286396684
final__cnn_neutral_cw0__s1,final,cnn_neutral_cw0,0.3873097099880202,-0.1399248021585257,0.3873097136860107,-1.669504959159054e-10,0.01748530761574324,5.301665967705534e-09,0.003890732346945318,0.44263575286396684
final__cnn_neutral_cw0__s2,final,cnn_neutral_cw0,0.6062807158957462,0.3461468497823269,0.6062807111469513,2.2154934590192618e-10,0.027764509770490692,-2.338041111581231e-09,-0.01949121338739121,0.44263575286396684
final__cnn_neutral_cw1__s0,final,cnn_neutral_cw1,-0.03541369112130641,-0.11141068348723693,-0.03541369031806159,-3.3972576723807684e-11,-0.0014902503003593496,1.0009996314272416e-09,0.08532157855919383,0.44263575286396684
final__cnn_neutral_cw1__s1,final,cnn_neutral_cw1,0.06921809890693886,0.20809145577253904,0.06921809722249293,7.451021743366728e-11,0.0030876903449132435,5.9183220278533e-10,-0.06808161561408077,0.44263575286396684
final__cnn_neutral_cw1__s2,final,cnn_neutral_cw1,-0.15913499465944034,0.314048497718535,-0.15913499660367394,8.310191850147393e-11,-0.006884438097252075,8.356055399575755e-11,-0.0034527605091486235,0.44263575286396684
full_bench__ff5_fourier_ffn__s0,full_bench,ff5_fourier_ffn,0.9436931453326165,0.0878615073809883,0.3846493994483564,0.005763358219975147,0.027753771508905255,0.22519639569453037,0.08296887695687745,0.8209217551034704
full_bench__ff5_fourier_ffn_neutral__s0,full_bench,ff5_fourier_ffn_neutral,0.36509743042544873,-0.16250183895106113,0.3795076875182122,-0.0005456027947063067,0.016587754310626795,-0.00027291293961831603,-0.0038086339384141112,0.8209217551034704
full_bench__ff5_ou_threshold__s0,full_bench,ff5_ou_threshold,0.14930586784491856,0.21607084493931478,0.09296975076530051,0.0024122967746036997,0.004133577288170452,-0.006038056200763589,0.01635445557089518,0.8209217551034704
full_bench__ff5_reversal__s0,full_bench,ff5_reversal,0.6797292779151387,0.04373402946074916,0.6450078048825405,0.0008614026309897884,0.0375506819154091,-0.01847201147656246,0.09317395094223638,0.8209217551034704
full_bench__pca5_fourier_ffn__s0,full_bench,pca5_fourier_ffn,1.3190002832919987,0.021087773123557464,1.361979578236362,5.943648355435364e-05,0.02627684791835111,-0.1328678276945607,-0.012670282642878608,0.18270690810397344
full_bench__pca5_fourier_ffn_neutral__s0,full_bench,pca5_fourier_ffn_neutral,0.9662598133808924,-0.1279659545828523,0.969292205550887,-6.374202434058264e-05,0.026437596948996247,-0.00142507728345468,0.058025843593174586,0.18270690810397344
full_bench__pca5_ou_threshold__s0,full_bench,pca5_ou_threshold,0.6159794883579495,-0.13054413800281775,0.6178652102120618,-5.3813844048947496e-05,0.022809958008251544,-0.009928136803667591,0.0542135438253641,0.18270690810397344
full_bench__pca5_reversal__s0,full_bench,pca5_reversal,0.8286975293092571,-0.1881111640644714,0.8298590278191552,-3.352456683673276e-05,0.037875733962165356,-0.008434265746219832,0.13572026359854164,0.18270690810397344
full_paper__ff5__s0,full_paper,ff5,1.6402466066171497,0.2116008765322067,1.4993160757244428,0.0024360583721493414,0.042213114361072376,0.14661684512896042,0.03430684142623704,0.8209217551034704
full_paper__ff5__s1,full_paper,ff5,2.2590785285915724,0.593036409247223,2.080480654432769,0.004673531054980992,0.05128412053885257,0.14479558501074516,0.02239308847003593,0.8209217551034704
full_paper__pca5__s0,full_paper,pca5,2.5913504914085412,0.17804397492741011,2.599481338693011,0.00023545295049699088,0.058251483459604216,0.0521534596224464,0.05922450542920376,0.18270690810397344
full_paper__pca5__s1,full_paper,pca5,2.7338190415572754,0.28364746402638497,2.7304724610906552,0.00038723580252681333,0.058723364437490384,0.06381353815615982,0.0669042645066885,0.18270690810397344
full_paper_costs__ff5__s0,full_paper_costs,ff5,0.8479412817065367,0.16425809773207695,0.23749266652283912,0.011815345990636324,0.01675816275660873,0.5129338104939101,0.1462169281165322,0.8209217551034704
full_paper_costs__ff5__s1,full_paper_costs,ff5,0.6795546138372597,0.6710167259808958,-0.15377476212113741,0.03354499622520941,-0.007890964568653158,0.6741206384307452,0.19342960750586685,0.8209217551034704
full_paper_costs__pca5__s0,full_paper_costs,pca5,0.6068130061338657,0.141348339699477,0.6045656626001713,0.00042705163284753914,0.011173176655714843,0.7545510096252805,0.25499872669686807,0.18270690810397344
full_paper_costs__pca5__s1,full_paper_costs,pca5,0.5291268155163295,0.26611248187373987,0.5132350546343916,0.0007992362908431498,0.01116885475237399,0.7815702806666203,0.3135705396372924,0.18270690810397344
full_probe__pca5_e100__s0,full_probe,pca5_e100,5.50149137077899,0.02815806280447367,5.501491368828583,1.2207197015653895e-11,0.12263498743246272,1.3075168633728632e-08,-0.008208583828821097,1.5451196037303467
full_probe__pca5_e10__s0,full_probe,pca5_e10,3.460797528287429,-0.6069109548813543,3.4607975337741204,-1.7941292579210713e-10,0.08191290448222416,2.489197944062956e-09,0.036745006184871774,1.5451196037303467
full_probe__pca5_e30__s0,full_probe,pca5_e30,4.1774411088111,0.9272551113362801,4.177441097460207,2.406480308130395e-10,0.09379199838423088,-9.096039841930785e-09,0.01647833417799893,1.5451196037303467
full_recipe__ff5_cw0.25__s0,full_recipe,ff5_cw0.25,1.4967285052933808,0.32448889928035013,1.4967284651794872,1.1377225763787338e-09,0.04110526895165185,-5.613596439807223e-10,0.010554118256937748,0.8209217551034704
full_recipe__ff5_cw0.25__s1,full_recipe,ff5_cw0.25,1.9260658021549968,-0.08608022834906576,1.9260658184205337,-2.6054747819252975e-10,0.05180760969637396,1.1190668983389202e-09,-0.015823484333165938,0.8209217551034704
full_recipe__ff5_cw0.25__s2,full_recipe,ff5_cw0.25,1.7458437953555432,0.1593341923402964,1.7458437777704428,5.93371499273547e-10,0.048309094973380214,1.3457591574729812e-10,0.013224404360276517,0.8209217551034704
full_recipe__ff5_cw0.5__s0,full_recipe,ff5_cw0.5,0.9568013634135911,-0.35423667100295225,0.9568013821327324,-5.714464425746068e-10,0.029062175151875425,1.9868043039422145e-09,-0.03398539445227676,0.8209217551034704
full_recipe__ff5_cw0.5__s1,full_recipe,ff5_cw0.5,1.0451132901676157,-0.11517690987798315,1.0451133005799509,-2.9430319782463663e-10,0.0328732372206068,-1.3279539211618863e-09,-0.008006809778605132,0.8209217551034704
full_recipe__ff5_cw0.5__s2,full_recipe,ff5_cw0.5,0.9515074416195028,-0.3769867636001606,0.9515074694222873,-8.4304729292299e-10,0.029480806135846818,-7.443061205317364e-10,0.005214946077321698,0.8209217551034704
full_recipe__pca5_cw0.25__s0,full_recipe,pca5_cw0.25,2.6188807727747383,0.12946290902163862,2.618880772123633,2.0256164919521025e-11,0.06316221126439173,9.428419825700685e-10,0.0379701825407584,0.18270690810397344
full_recipe__pca5_cw0.25__s1,full_recipe,pca5_cw0.25,2.57365749332623,0.21273641352067996,2.5736574910675447,4.418074478438233e-11,0.06185030011474058,2.1598219992512603e-10,0.05463563846699937,0.18270690810397344
full_recipe__pca5_cw0.25__s2,full_recipe,pca5_cw0.25,2.805218917390575,0.19854507300014662,2.8052189159778664,2.992193650784517e-11,0.06695385545999923,1.5108164133866272e-09,0.053288889054091085,0.18270690810397344
full_recipe__pca5_cw0.5__s0,full_recipe,pca5_cw0.5,2.1925377245992315,-0.11262693403354337,2.1925377254611065,-1.6897810028215167e-11,0.05448571517463473,2.1587279074197426e-10,0.015159342449645742,0.18270690810397344
full_recipe__pca5_cw0.5__s1,full_recipe,pca5_cw0.5,1.861634795048181,0.42780472230117855,1.8616347924545735,7.378695384240388e-11,0.05022446012335954,-8.704424977096753e-10,0.06224669172315825,0.18270690810397344
full_recipe__pca5_cw0.5__s2,full_recipe,pca5_cw0.5,2.5871926848827766,-0.045925331239631294,2.587192685614659,-7.30924953312217e-12,0.0647194897027376,-3.407070395713708e-10,0.05773203787154144,0.18270690810397344
full_recipe__pca8_cw0.25__s0,full_recipe,pca8_cw0.25,2.554582249767708,0.41307959727107224,2.554582247119895,5.369507480875406e-11,0.058077541676156745,-5.454786023019705e-10,0.010833932523809837,0.26882578990327877
full_recipe__pca8_cw0.25__s1,full_recipe,pca8_cw0.25,2.6156136803975083,0.0361408892356607,2.6156136798072835,7.356496794121503e-12,0.06030045335305141,-4.016198376375111e-10,0.01284813855106668,0.26882578990327877
full_recipe__pca8_cw0.25__s2,full_recipe,pca8_cw0.25,2.7291939280132294,0.10233625254030239,2.729193927672375,1.1679346798926205e-11,0.06282629377557884,-6.216904452735196e-10,0.020618357475712838,0.26882578990327877
full_recipe__pca8_cw0.5__s0,full_recipe,pca8_cw0.5,1.9948976056136503,0.06644154258585082,1.9948976054257446,7.840075874614896e-12,0.0446816448549117,-5.539421510168415e-10,-0.0029418675112599653,0.26882578990327877
full_recipe__pca8_cw0.5__s1,full_recipe,pca8_cw0.5,2.1091658388015118,-0.18182657247089282,2.1091658407400597,-4.383298424868606e-11,0.05132698243536161,-2.9029218557083104e-09,0.011605742051444662,0.26882578990327877
full_recipe__pca8_cw0.5__s2,full_recipe,pca8_cw0.5,2.4215984112040294,0.4135266663952898,2.4215984090168945,5.328913328910781e-11,0.05581354002212923,-8.977728498058778e-10,0.039903987181631906,0.26882578990327877
full_smoke__pca5__s0,full_smoke,pca5,-0.4368974515520721,-0.4879233729486797,-0.43689744333300845,-2.0051429861290992e-10,-0.012076395015988553,-7.2139128519665975e-09,0.018557795503193853,2.8415873850958
lookback__l10__s0,lookback,l10,0.20309001338963237,0.4097917838712196,0.08133137915416323,0.003959216692641781,0.002460311302915248,0.8122547254413193,0.2554088206263341,0.43040340816916983
lookback__l10__s1,lookback,l10,0.20667383707453732,0.5054140682724909,0.0707192973573447,0.004460565543952831,0.002181243782463071,0.7180399541683026,0.2618193089857873,0.43040340816916983
lookback__l10__s2,lookback,l10,-0.0807982889743508,0.3994571878847285,-0.19425350462347718,0.003660389163420134,-0.0063892054625909285,0.7330142158978791,0.21161918173243408,0.43040340816916983
lookback__l20__s0,lookback,l20,-0.2872705783813938,0.4505810667214205,-0.45949237950485877,0.004306284033363797,-0.012741387676250712,0.7919543846485323,0.28485376262159445,0.4114541441798851
lookback__l20__s1,lookback,l20,0.268167870510463,0.43701146977399924,0.14680096379623025,0.003977474758070756,0.0044060983010465946,0.7058914807990514,0.2198094820685364,0.4114541441798851
lookback__l20__s2,lookback,l20,-0.2932182390663833,0.6295647483593406,-0.47744472863548815,0.005652788710599393,-0.015351844583725278,0.7215170176100799,0.2406341506423033,0.4114541441798851
lookback__l30__s0,lookback,l30,0.6271750035771678,0.49002161355101387,0.4821009253165371,0.005090043889416521,0.01211750547509579,0.8738251866547478,0.38349782030064045,0.44263575286396684
lookback__l30__s1,lookback,l30,0.3133756557807929,0.6022980260893244,0.1593853937847213,0.005297806122864554,0.005129967658005927,0.6994543399479851,0.2382565681983516,0.44263575286396684
lookback__l30__s2,lookback,l30,0.5192854273891212,0.8341558964960577,0.312349348423598,0.007211250846425855,0.010099347784182804,0.7054644477477393,0.2040727603834163,0.44263575286396684
lookback__l60__s0,lookback,l60,0.0564858317749805,0.3333463777997049,-0.06756643448743951,0.0035263543501520946,-0.0018481166859915898,0.8617455939995202,0.39040798041681113,0.3364848432446978
lookback__l60__s1,lookback,l60,0.36378609090160074,0.4011507253762038,0.24742808879816006,0.003840298821688996,0.007009372292381607,0.807772696903013,0.3209936600028342,0.3364848432446978
lookback__l60__s2,lookback,l60,0.5705299424765579,0.31979222116890255,0.4903426063742973,0.003262584044319124,0.012390181645980972,0.8396622130702563,0.39195929179716404,0.3364848432446978
models__cnn_transformer__s0,models,cnn_transformer,0.6271750035771678,0.49002161355101387,0.4821009253165371,0.005090043889416521,0.01211750547509579,0.8738251866547478,0.38349782030064045,0.44263575286396684
models__cnn_transformer__s1,models,cnn_transformer,0.3133756557807929,0.6022980260893244,0.1593853937847213,0.005297806122864554,0.005129967658005927,0.6994543399479851,0.2382565681983516,0.44263575286396684
models__cnn_transformer__s2,models,cnn_transformer,0.5192854273891212,0.8341558964960577,0.312349348423598,0.007211250846425855,0.010099347784182804,0.7054644477477393,0.2040727603834163,0.44263575286396684
models__fourier_ffn__s0,models,fourier_ffn,-0.24709879949821378,-0.07880365196537431,-0.23729389669374812,-0.0009113124630109377,-0.004698106077897682,0.44603595109528843,0.27516739714907607,0.44263575286396684
models__fourier_ffn__s1,models,fourier_ffn,0.4959567924412656,0.475073422469417,0.19572576776698106,0.005659762885488411,0.0021060979229586157,0.8296958499244154,0.598031341497794,0.44263575286396684
models__fourier_ffn__s2,models,fourier_ffn,-0.4226195122063021,-0.14735763620786602,-0.40041054841514573,-0.0016854293010741311,-0.008984861465476916,0.26046970757385407,0.25192550481262777,0.44263575286396684
models__ou_ffn__s0,models,ou_ffn,-0.1643613822058153,-0.43540432713391286,0.018411142726920165,-0.004709371003701774,0.0004252981901179347,0.4142861910645065,0.1355188065993598,0.44263575286396684
models__ou_ffn__s1,models,ou_ffn,0.5331052707960864,-0.010270760826592631,0.5964191870092554,-0.00011411833779563036,0.01583127622420365,0.5618190201631306,0.3304504090276042,0.44263575286396684
models__ou_ffn__s2,models,ou_ffn,0.8522274488890249,1.0417630545524454,0.5612514867525097,0.011500185562768576,0.018233273476589016,0.07809495828145174,-0.08947505584988269,0.44263575286396684
models__ou_threshold__s0,models,ou_threshold,-0.2602088986919144,0.13678953687051731,-0.266450102015319,0.0005919979891302667,-0.023002568071600223,0.00422892631587352,0.016818644829672186,0.44263575286396684
models__raw_ffn__s0,models,raw_ffn,-0.3748023687399772,-0.46149741440636227,-0.01115362311920215,-0.005496328184127116,-0.0001020723531104028,0.18148743041519436,0.2495401572598163,0.44263575286396684
models__raw_ffn__s1,models,raw_ffn,0.2775471463704637,0.47501706309882513,-0.39086140627368987,0.005661557974527308,-0.0022114099781618143,0.830872718833902,0.7477606613393625,0.44263575286396684
models__raw_ffn__s2,models,raw_ffn,-0.24095735215879466,-0.22212988497736982,-0.15222110490632262,-0.002637427129929594,-0.0031751673633191096,0.15587033541201195,0.1709149200566605,0.44263575286396684
models__reversal__s0,models,reversal,0.03776212333052021,-0.581341128154836,0.04733192238998161,-0.0006104099560350913,0.0030585322936677777,-0.012326727350357478,-0.08467843078190744,0.44263575286396684
