run,suite,variant,model,n_factors,neutralize,objective,smoothing_days,net_exposure,sel_sharpe,sel_net_sharpe,sel_mean,sel_net_mean,sel_turnover,sel_days,hold_sharpe,hold_net_sharpe,hold_mean,hold_net_mean,hold_turnover,hold_days,duplicate_of_earlier
factors__cnn_transformer_k15__s1,factors,cnn_transformer_k15,cnn_transformer,15,False,sharpe,1,0.44281532687678127,-0.6348126630255032,-4.593401751024932,-0.014737909402083192,-0.10769725657042092,0.6703543612626219,731,0.3491384088879347,-3.7126662805872797,0.010918932440197605,-0.11630593852270654,0.9652739077222342,752,False
factors__cnn_transformer_k15__s2,factors,cnn_transformer_k15,cnn_transformer,15,False,sharpe,1,0.5497571437870659,0.5704143027820835,-3.411333547978197,0.01475109757926463,-0.08895554981379893,0.7658022033572657,731,0.003688507913349865,-3.678805465327366,0.000111286096903288,-0.11104989471897689,0.8486396467115797,752,False
factors__cnn_transformer_k1__s0,factors,cnn_transformer_k1,cnn_transformer,1,False,sharpe,1,0.7709948574034746,0.6590236167752702,-1.7190482984814979,0.02741953748307496,-0.0714094332730603,0.7598278255844587,731,0.3019997197375069,-1.8462863853254436,0.013157207996893874,-0.08065512543652117,0.7230292876307441,752,False
factors__cnn_transformer_k1__s1,factors,cnn_transformer_k1,cnn_transformer,1,False,sharpe,1,0.727697891478675,0.5333240896634134,-1.5874672178411775,0.019892636604055512,-0.05913913218542728,0.5968102069645296,731,0.17154176104178587,-2.1286866660909682,0.007127451666338969,-0.08893546862347713,0.7379592557890413,752,False
factors__cnn_transformer_k1__s2,factors,cnn_transformer_k1,cnn_transformer,1,False,sharpe,1,0.8009610371964304,1.0545457688565194,-1.0244687034626863,0.03714172583849576,-0.036126656459154846,0.5672319870241173,731,0.45582829724872354,-1.8633140632431016,0.018960876700652222,-0.07785922546458321,0.7430093271483037,752,False
factors__cnn_transformer_k3__s0,factors,cnn_transformer_k3,cnn_transformer,3,False,sharpe,1,0.9206603564345794,-0.11061254042432724,-2.784442558409706,-0.003270714372535624,-0.08288499116944496,0.6197016618387814,731,-0.11428275257756475,-2.4265196001842586,-0.0032819061717310797,-0.06993578332197783,0.5246839318597509,752,False
factors__cnn_transformer_k3__s1,factors,cnn_transformer_k3,cnn_transformer,3,False,sharpe,1,0.8591963926348671,-0.4675375942182755,-3.1744486178423523,-0.014421531455425437,-0.09854022872703407,0.6430268255297128,731,0.6387994474107265,-1.5478664148517702,0.016888217401558447,-0.04104457937930925,0.45571563183660313,752,False
factors__cnn_transformer_k3__s2,factors,cnn_transformer_k3,cnn_transformer,3,False,sharpe,1,0.8643077180921814,-0.5624711335685569,-3.2599392646078553,-0.017899430825800196,-0.10420385332555132,0.6641034070776136,731,0.890427794535029,-1.4556803422969145,0.02252206008178389,-0.036830409958890094,0.4645408989492568,752,False
factors__cnn_transformer_k5__s0,factors,cnn_transformer_k5,cnn_transformer,5,False,sharpe,1,0.8738251866547478,0.8767318309718467,-2.4353128637353576,0.02291859179620906,-0.06375702784316356,0.6760042270134258,731,0.4070451743420547,-2.2735455773627895,0.011655990830508278,-0.06502085483686539,0.5948801544002211,752,True
factors__cnn_transformer_k5__s1,factors,cnn_transformer_k5,cnn_transformer,5,False,sharpe,1,0.6994543399479851,0.4514147791260432,-2.6197720364975394,0.015524399287475905,-0.09073633697171345,0.8016668645850674,731,0.1702387345485796,-2.580911112620142,0.005473474252507397,-0.08330336789575,0.6855324122688665,752,True
factors__cnn_transformer_k5__s2,factors,cnn_transformer_k5,cnn_transformer,5,False,sharpe,1,0.7054644477477393,0.44327960589115917,-2.637744534695687,0.015524725827156567,-0.09311492731913253,0.8249933419528557,731,0.602569558433183,-2.2452214328024698,0.019046599986091105,-0.07084294301309113,0.691924286504815,752,True
factors__cnn_transformer_k8__s0,factors,cnn_transformer_k8,cnn_transformer,8,False,sharpe,1,0.31439407161822636,1.1679831732170494,-1.949543886237178,0.042163804661049666,-0.07051577082138974,0.8176987879539657,731,0.3986099279679157,-2.58737928853227,0.014485615749472118,-0.09389914651178805,0.799308660331215,752,False
factors__cnn_transformer_k8__s1,factors,cnn_transformer_k8,cnn_transformer,8,False,sharpe,1,0.2031710190876044,0.08051611887360956,-2.9334849705778,0.0030044806716542274,-0.10996543433830562,0.8028682423405892,731,-0.25073219519665124,-3.4771504774530815,-0.008906292138774806,-0.12376605450871277,0.8457342819546039,752,False
factors__cnn_transformer_k8__s2,factors,cnn_transformer_k8,cnn_transformer,8,False,sharpe,1,0.1867097641937922,0.7756979481407519,-2.395590998953254,0.026171486199418913,-0.08121431138868697,0.7571261632082683,731,0.4412156290055379,-2.1065779890570693,0.016568343980956544,-0.07931747293329414,0.692990317560574,752,False
factors__fourier_ffn_k0__s0,factors,fourier_ffn_k0,fourier_ffn,0,False,sharpe,1,0.6690434192967286,0.3892793068547298,0.2720160772932577,0.10042840131695038,0.07017405002556625,0.20140800221721067,731,1.457971402836763,1.0538021976906047,0.18377763372963687,0.1328970320716352,0.37525215323615446,752,False
factors__fourier_ffn_k0__s1,factors,fourier_ffn_k0,fourier_ffn,0,False,sharpe,1,0.6286120653313635,0.7032934372751771,0.48238460875484335,0.16967262327803384,0.11641938811685473,0.3711912298460136,731,1.232299065482775,0.8495679399700066,0.161501053734347,0.11137035879540551,0.37392473556131095,752,False
factors__fourier_ffn_k0__s2,factors,fourier_ffn_k0,fourier_ffn,0,False,sharpe,1,0.1268107555176296,0.2787987001489908,0.10118451227258884,0.06823982242545934,0.024768567428193677,0.26460070926583934,731,-0.19042820341155178,-0.5945142241568345,-0.024249151778120703,-0.07574835988876345,0.313703866362952,752,False
factors__fourier_ffn_k10__s0,factors,fourier_ffn_k10,fourier_ffn,10,False,sharpe,1,0.38656019928363594,-1.1629860856269048,-2.720316828149331,-0.02263957380835282,-0.05329165715074403,0.16036580284340643,731,-0.24092000191863563,-1.819183633721284,-0.005249651197104366,-0.0397981880952026,0.2329386810115823,752,False
factors__fourier_ffn_k10__s1,factors,fourier_ffn_k10,fourier_ffn,10,False,sharpe,1,0.819743196475439,0.15107105681390753,-1.8945969649526935,0.002557237952686701,-0.032331295013273004,0.23930276417837262,731,0.20239473832810276,-0.46580438247709055,0.0025210486535589566,-0.005804370489918481,0.06569564601174084,752,False
factors__fourier_ffn_k10__s2,factors,fourier_ffn_k10,fourier_ffn,10,False,sharpe,1,0.09249477065196571,-0.6618713170904799,-2.456439754851375,-0.01365832205826075,-0.05127242831140263,0.1975209086861668,731,-0.23270131429808275,-2.1446130836930637,-0.006188736455222104,-0.0571564042543,0.32226334597567713,752,False
factors__fourier_ffn_k15__s0,factors,fourier_ffn_k15,fourier_ffn,15,False,sharpe,1,0.20839580916695716,-1.1289746820877056,-2.5828238768157243,-0.026410052485337364,-0.06079592661484463,0.18802817896032561,731,0.05497617490356261,-1.687094637947482,0.0009750793033691858,-0.03023085020763972,0.17300112570058976,752,False
factors__fourier_ffn_k15__s1,factors,fourier_ffn_k15,fourier_ffn,15,False,sharpe,1,0.8075769714713962,-0.3115354236130041,-2.2207040459025373,-0.005251533483399685,-0.03757722740660394,0.2172910058210743,731,1.0459691234526214,0.06021919699535913,0.01434347782787291,0.0008254676985074142,0.10626111948077642,752,False
factors__fourier_ffn_k15__s2,factors,fourier_ffn_k15,fourier_ffn,15,False,sharpe,1,-0.20552473499334667,-0.37634267722567766,-2.4736963188584986,-0.006313393922998112,-0.041993956746759084,0.16697322874477458,731,0.16379503300999762,-2.0955346703337168,0.0032137007007407028,-0.04105343223466077,0.2250886908627946,752,False
factors__fourier_ffn_k1__s0,factors,fourier_ffn_k1,fourier_ffn,1,False,sharpe,1,0.6271332280911365,0.3697516077277556,-0.5534340519176997,0.01697398614418357,-0.02543439429553257,0.2635582962129401,731,0.2282478978714338,-0.6688049825995106,0.007714821096615511,-0.022611515153128446,0.23683718420431207,752,False
factors__fourier_ffn_k1__s1,factors,fourier_ffn_k1,fourier_ffn,1,False,sharpe,1,0.821481779438516,0.1395160231200826,-1.0788691844296605,0.0048041218679700706,-0.0372755104307711,0.29691450209000025,731,0.7413047901085803,0.12054914866039296,0.020567178407266875,0.003341899379978983,0.13626399984886772,752,False
factors__fourier_ffn_k1__s2,factors,fourier_ffn_k1,fourier_ffn,1,False,sharpe,1,0.3955083019995721,0.6383855920786299,-0.5423546039122662,0.0213691760783487,-0.018177590436836383,0.2313491980824064,731,0.6140337814987489,-0.22180958607908385,0.02468357020851761,-0.0089040312529624,0.22650973728633977,752,False
factors__fourier_ffn_k3__s0,factors,fourier_ffn_k3,fourier_ffn,3,False,sharpe,1,0.5800035890388249,-0.3463869651057933,-1.4896644485889745,-0.008650052560521511,-0.0372861091657924,0.14675469144238698,731,0.9633731999262497,0.18288716883233003,0.022107338751065006,0.004194116797849404,0.13653283288639392,752,False
factors__fourier_ffn_k3__s1,factors,fourier_ffn_k3,fourier_ffn,3,False,sharpe,1,0.830927927186062,0.34275460904870503,-0.9020096914644335,0.0063506494077198924,-0.016781365706678406,0.1481219409445395,731,0.6110735136250023,0.158338594252765,0.010451758445780201,0.0027078741375322025,0.06131459981607351,752,False
factors__fourier_ffn_k3__s2,factors,fourier_ffn_k3,fourier_ffn,3,False,sharpe,1,0.24139355771131873,-0.034995736629311686,-1.3161042174221549,-0.0008505020189573391,-0.03205915781219803,0.16105144596613294,731,-0.546324595674195,-1.6319114113785724,-0.010541853781367226,-0.03152275812438769,0.09998216473348694,752,False
factors__fourier_ffn_k5__s0,factors,fourier_ffn_k5,fourier_ffn,5,False,sharpe,1,0.44603595109528843,-0.362145120363919,-1.725980127729812,-0.009528918081296888,-0.045594740144517816,0.20868709697790158,731,-0.09713387796845713,-1.4117532703106206,-0.0017993731100260178,-0.026264382910242082,0.15936827779957,752,False
factors__fourier_ffn_k5__s1,factors,fourier_ffn_k5,fourier_ffn,5,False,sharpe,1,0.8296958499244154,1.0195429322223393,-0.8502095560961513,0.016499155987980147,-0.013816842647172749,0.20502234012884613,731,-0.04787986501978443,-0.6727426388177496,-0.0007235524578286238,-0.010162678828392566,0.07456695662549266,752,False
factors__fourier_ffn_k5__s2,factors,fourier_ffn_k5,fourier_ffn,5,False,sharpe,1,0.26046970757385407,-0.146687050742382,-1.6361135305259658,-0.003706151766027857,-0.041578519803097846,0.21987955414788926,731,-0.691418646498166,-1.9712334910159033,-0.01743995248115442,-0.049943613885103384,0.18930291549420475,752,False
factors__fourier_ffn_k8__s0,factors,fourier_ffn_k8,fourier_ffn,8,False,sharpe,1,0.018389793854030455,-0.23240259772362357,-2.1688266317465605,-0.004677742726297328,-0.04383500346166161,0.18112575146559165,731,0.0010459038514743003,-1.7341111655676056,2.253659575778372e-05,-0.03736343243915556,0.228309389238524,752,False
factors__fourier_ffn_k8__s1,factors,fourier_ffn_k8,fourier_ffn,8,False,sharpe,1,0.5280348202076922,0.4819059338473201,-1.9093687735478782,0.011611342367745183,-0.04618547106640576,0.36322690557132636,731,0.2061380983428433,-0.701458935624728,0.003574140055481945,-0.012174297010091486,0.12309080248093707,752,False
factors__fourier_ffn_k8__s2,factors,fourier_ffn_k8,fourier_ffn,8,False,sharpe,1,-0.32023902297124673,-0.33808644122662923,-2.524630785148668,-0.0065190530400163465,-0.04920076892411183,0.21166014283035048,731,0.07393278257922684,-2.0125947427950304,0.0024070153454365697,-0.06576827411057648,0.40265144157574356,752,False
factors__ou_threshold_k0__s0,factors,ou_threshold_k0,ou_threshold,0,False,sharpe,1,0.07833613461073154,-0.7209233512601672,-1.5293230896509755,-0.13137229349629928,-0.27907111080309494,1.0796731382404288,731,0.1787322416084635,-1.0471399379567978,0.021136643366692805,-0.12388746663482411,1.0606599017164202,752,False
factors__ou_threshold_k10__s0,factors,ou_threshold_k10,ou_threshold,10,False,sharpe,1,0.03068528443183034,-0.32715265497430707,-2.341087777807371,-0.023769095700547384,-0.16964568232008964,1.0621372496734742,731,0.043806057341780905,-1.7188161799566497,0.0036106674142593626,-0.14175059923170658,1.0558402987120155,752,False
factors__ou_threshold_k15__s0,factors,ou_threshold_k15,ou_threshold,15,False,sharpe,1,0.031735893627798245,-0.5211883014149794,-2.585458295059581,-0.036735431765009256,-0.18220356509195634,1.0566842185614043,731,-0.19913924987848625,-1.9337424228079045,-0.016413083212980704,-0.15959516179434338,1.0407575539619565,752,False
factors__ou_threshold_k1__s0,factors,ou_threshold_k1,ou_threshold,1,False,sharpe,1,0.01648489089176531,-1.0655987080709695,-2.430213663057022,-0.11396861002070918,-0.2603058072299339,1.0622061933148397,731,0.4016083410304113,-1.0305896343437713,0.04016926001566058,-0.10303544670465058,1.039138692375347,752,False
factors__ou_threshold_k3__s0,factors,ou_threshold_k3,ou_threshold,3,False,sharpe,1,0.002303037533708625,-0.05834437127525878,-1.6583029025616463,-0.00524621907569175,-0.14903905176103946,1.041662970001567,731,-0.31233875292523133,-2.082943990817658,-0.025563652716374917,-0.1703883563451644,1.0493184910534066,752,False
